name,annotated_assign_count,annotated_func_params_count,annotated_func_returns_count,total_assign_count,total_func_params_count,total_func_returns_count,unannotated_assign_count,unannotated_func_params_count,unannotated_func_returns_count,py_code_loc,py_code_loc_ratio,py_docstring_loc,py_docstring_loc_ratio,py_comment_loc,py_comment_loc_ratio,py_empty_loc,py_empty_loc_ratio,pylint_convention_msg,pylint_refactor_msg,pylint_warning_msg,pylint_error_msg,py_non_empty_loc,pylint_score,cyclomatic_complexity,cognitive_complexity,bug_score
OpenSCAP/oval-graph,6,0,0,624,362,278,618,362,278,2607,0.7119,514,0.1404,13,0.0034999999999999996,528,0.1442,180,4,3,13,3134,8.52,598,497,62
opsdisk/pagodo,0,0,0,75,19,4,75,19,4,367,0.5761,95,0.1491,65,0.102,110,0.1727,41,8,19,1,527,6.6,43,148,4
open2c/pairtools,0,0,0,1438,729,209,1438,729,209,7205,0.642,1850,0.1649,735,0.0655,1432,0.1276,710,313,180,176,9790,4.46,1509,2576,100
HarryR/panautomata,0,0,0,375,448,204,375,448,204,1396,0.5236,625,0.23440000000000003,126,0.0473,519,0.19469999999999998,293,36,77,27,2147,5.76,372,397,9
HallLab/pandas-genomics,4,105,42,637,412,225,633,307,183,1911,0.4993,1221,0.319,312,0.0815,383,0.1001,147,60,54,11,3444,7.56,587,677,11
VirtusLab/pandas-stubs,379,3,175,599,15,175,220,12,0,1161,0.6846,17,0.01,69,0.0407,449,0.2647,452,9,400,0,1247,2.22,15,9,19
tdpetrou/pandas_cub,0,0,0,472,519,299,472,519,299,829,0.528,427,0.272,13,0.0083,301,0.1917,190,3,78,24,1269,5.21,437,328,3
pmeletis/panoptic_parts,1,9,0,851,286,111,850,277,111,2123,0.5568,701,0.1838,422,0.1107,567,0.1487,328,89,1614,19,3246,0.0,458,883,10
Granitosaurus/parsel-cli,7,61,38,211,215,119,204,154,81,1133,0.7112,171,0.1073,36,0.0226,253,0.1588,100,12,23,20,1340,7.19,300,242,17
pablo-s/passes,0,1,0,271,222,138,271,221,138,110,0.6470999999999999,1,0.0059,18,0.1059,41,0.2412,16,0,11,7,129,3.67,262,266,0
D4-project/passive-ssh,0,0,0,243,150,81,243,150,81,782,0.6926000000000001,62,0.054900000000000004,92,0.0815,193,0.1709,236,30,82,21,936,3.71,163,372,27
mami-project/pathspider,0,0,0,916,475,259,916,475,259,2634,0.5179,1303,0.2562,407,0.08,742,0.1459,292,62,106,29,4344,7.29,1017,1699,103
fgnt/pb_chime5,71,35,0,1557,1132,371,1486,1097,371,6464,0.49219999999999997,4533,0.34509999999999996,557,0.0424,1580,0.12029999999999999,723,236,180,119,11554,5.91,1254,2196,121
chrischute/pbt,0,0,0,87,55,32,87,55,32,306,0.5784,84,0.1588,24,0.0454,115,0.21739999999999998,46,8,12,25,414,2.93,65,59,2
karpierz/pcap-ct,0,17,19,231,110,74,231,93,55,874,0.6786,91,0.0707,103,0.08,220,0.17079999999999998,136,19,58,26,1068,5.26,199,359,2
keredson/peewee-db-evolve,0,0,0,464,261,150,464,261,150,1516,0.8427,8,0.0044,41,0.022799999999999997,234,0.1301,489,186,1466,27,1565,0.0,309,464,37
TKCERT/pfFocus,0,0,0,363,106,67,363,106,67,988,0.8172,35,0.028900000000000002,14,0.0116,172,0.1423,211,10,10,1,1037,7.45,226,333,0
masroore/pg_simple,0,0,0,131,173,64,131,173,64,566,0.5295000000000001,89,0.0833,192,0.1796,222,0.2077,89,19,18,15,847,5.83,173,241,9
sciforce/phones-las,0,0,0,1065,463,136,1065,463,136,3149,0.7733,231,0.0567,91,0.0223,601,0.1476,369,94,86,59,3471,0.0,579,1243,55
swift-nav/piksi_tools,0,0,0,2795,1073,577,2795,1073,577,9628,0.6801999999999999,1853,0.1309,887,0.06269999999999999,1786,0.12619999999999998,992,219,247,250,12368,5.93,1586,2591,307
pinax/pinax-messages,0,0,0,149,112,64,149,112,64,772,0.6655,165,0.1422,12,0.0103,211,0.1819,112,22,11,31,949,3.67,104,47,17
lionheart/pinboard.py,0,0,0,109,70,42,109,70,42,379,0.6264,41,0.0678,69,0.114,116,0.1917,75,17,8,1,489,6.68,97,143,12
mdbartos/pipedream,0,0,0,5429,2247,496,5429,2247,496,8548,0.6654000000000001,2907,0.2263,860,0.0669,532,0.0414,3750,427,569,35,12315,3.33,956,1503,17
robinhilliard/pipes,0,0,0,15,30,22,15,30,22,151,0.6594,7,0.030600000000000002,16,0.0699,55,0.2402,41,4,3,3,174,2.59,49,24,6
ddelange/pipgrip,0,0,0,721,792,419,721,792,419,4883,0.6722,805,0.1108,262,0.0361,1314,0.1809,478,127,153,17,5950,7.42,1415,1940,20
AnkitBarik/planetMagFields,0,0,0,291,151,30,291,151,30,711,0.7061,22,0.0218,25,0.0248,249,0.2473,309,29,62,8,758,2.65,130,287,5
randomir/plucky,0,0,0,94,170,140,94,170,140,634,0.5821999999999999,214,0.19649999999999998,39,0.0358,202,0.1855,199,22,23,5,887,5.14,218,188,7
plugwise/plugwise-beta,164,250,132,574,363,177,410,113,45,3851,0.7121,722,0.1335,80,0.0148,755,0.1396,11,9,67,456,4653,0.0,503,387,190
4rtzel/poe-archnemesis-scanner,9,49,49,267,166,79,258,117,30,809,0.7924,20,0.0196,29,0.028399999999999998,163,0.15960000000000002,190,19,93,8,858,5.06,195,232,3
scrapinghub/portia,0,0,0,5155,3362,1707,5155,3362,1707,18600,0.6223,6853,0.2293,591,0.019799999999999998,3843,0.1286,2057,542,1074,604,26044,5.45,4560,6470,340
abertschi/postcards,0,0,0,223,223,94,223,223,94,1209,0.7261,111,0.0667,41,0.0246,304,0.1826,234,62,475,185,1361,0.0,252,492,17
kovidgoyal/powerline-daemon,0,0,0,21,3,2,21,3,2,89,0.7236,0,0.0,7,0.056900000000000006,27,0.2195,12,1,38,2,96,1.97,23,29,2
avinassh/prawoauth2,0,0,0,81,31,18,81,31,18,238,0.3563,97,0.1452,192,0.2874,141,0.21109999999999998,33,4,17,5,527,5.49,37,17,4
mbarkhau/pretty-traceback,43,35,23,240,47,40,197,12,17,1019,0.7166,58,0.0408,82,0.057699999999999994,263,0.185,40,3,6,1,1159,9.05,149,285,24
pyjarrett/programming-with-ada,0,3,2,19,3,2,19,0,0,51,0.3953,10,0.0775,36,0.2791,32,0.2481,20,0,1,0,97,5.23,8,5,2
4n4nd/prometheus-api-client-python,0,50,1,238,149,80,238,99,79,1084,0.5347999999999999,509,0.2511,150,0.07400000000000001,284,0.1401,85,24,12,8,1743,7.77,192,251,21
eyeseast/propublica-congress,0,0,0,159,189,78,159,189,78,506,0.5293,130,0.136,99,0.1036,221,0.23120000000000002,152,6,18,2,735,5.76,109,53,7
Syslog777/psak,0,0,0,96,59,41,96,59,41,578,0.4326,635,0.4753,24,0.018000000000000002,99,0.0741,197,11,39,41,1237,0.64,127,258,4
publiccodeyml/publiccode.yml,0,0,0,6,0,0,6,0,0,11,0.2444,3,0.0667,21,0.4667,10,0.22219999999999998,10,0,0,0,35,0.0,4,0,60
DrMarkusVoss/pumla,0,0,0,454,179,116,454,179,116,1245,0.6636,126,0.0672,162,0.0864,343,0.18280000000000002,396,24,72,1,1533,5.5,268,525,54
djsutherland/pummeler,0,0,0,786,289,128,786,289,128,3589,0.6688,893,0.1664,266,0.0496,618,0.1152,366,63,81,13,4748,7.3,627,1380,30
SunPower/pvfactors,0,0,0,2368,1069,492,2368,1069,492,7770,0.506,4728,0.3079,1310,0.08529999999999999,1548,0.1008,477,194,148,54,13808,7.84,1173,1548,25
pyFFTW/pyFFTW,0,2,1,2465,1504,556,2465,1502,555,8239,0.5425,2425,0.1597,1867,0.1229,2656,0.17489999999999997,1372,309,297,258,12531,4.5,1419,2579,117
whimian/pyGeoStatistics,0,0,0,1911,459,197,1911,459,197,4881,0.6541,1236,0.1656,770,0.1032,575,0.0771,687,254,201,23,6887,6.62,928,2016,1
AdrienGuille/pyMABED,0,0,0,180,56,23,180,56,23,450,0.7798999999999999,2,0.0034999999999999996,47,0.0815,78,0.1352,78,14,9,3,499,7.22,102,222,4
Azelphur/pyPushBullet,0,0,0,53,63,24,53,63,24,237,0.4979,137,0.2878,28,0.0588,74,0.1555,69,3,15,0,402,5.58,52,63,3
SwissCorePy/pyTelegramBotCAPTCHA,17,86,33,208,174,79,191,88,46,837,0.6448,278,0.21420000000000003,14,0.0108,169,0.13019999999999998,84,16,54,7,1129,6.66,183,244,15
parkererickson/pyTigerGraph,0,0,0,227,270,67,227,270,67,739,0.502,600,0.40759999999999996,16,0.0109,117,0.0795,503,24,21,1,1355,1.61,296,521,15
tayler6000/pyVoIP,0,1,3,563,187,85,563,186,82,1447,0.778,48,0.0258,105,0.0565,260,0.1398,679,44,1289,32,1600,0.0,339,640,11
jacexh/pyautoit,0,0,0,287,355,153,287,355,153,1052,0.47130000000000005,809,0.3625,9,0.004,362,0.16219999999999998,71,18,13,0,1870,8.75,64,54,4
jsspencer/pyblock,0,0,0,257,100,70,257,100,70,740,0.49560000000000004,376,0.2518,197,0.1319,180,0.1206,208,7,27,4,1313,5.55,152,218,11
kipe/pycron,0,0,0,40,25,33,40,25,33,458,0.7776000000000001,36,0.0611,18,0.030600000000000002,77,0.1307,44,23,2,29,512,4.74,73,136,2
druid-io/pydruid,0,0,1,785,618,326,785,618,325,2899,0.5099,1559,0.2742,409,0.0719,818,0.1439,422,85,90,11,4867,6.63,616,416,35
csiro-hydrogeology/pyela,0,0,0,868,534,223,868,534,223,2231,0.49939999999999996,1340,0.3,375,0.0839,521,0.1166,814,57,99,53,3946,0.0,593,360,18
EricTRocks/pyflowgraph,0,0,0,325,291,147,325,291,147,1297,0.6212,45,0.0216,159,0.0761,587,0.2811,510,57,56,10,1501,4.42,326,413,4
andsor/pyfssa,0,0,0,524,191,124,524,191,124,1367,0.5514,453,0.1827,238,0.096,421,0.1698,113,17,35,28,2058,0.0,238,318,2
Graphegon/pygraphblas,0,0,0,1874,1127,575,1874,1127,575,7143,0.5399,4312,0.3259,291,0.022000000000000002,1484,0.11220000000000001,1334,152,342,124,11746,5.26,1607,1953,68
PGomes92/pyhrv,0,0,0,931,357,85,931,357,85,2768,0.3772,2897,0.3948,844,0.115,829,0.113,825,153,2490,18,6509,0.0,733,1963,2
senrust/pymcprotocol,0,0,0,288,116,58,288,116,58,1030,0.6227,371,0.2243,93,0.0562,160,0.0967,135,42,33,0,1494,7.82,324,454,7
andli/pymkm,1,13,3,552,347,142,551,334,139,2549,0.6685,648,0.1699,181,0.0475,435,0.11410000000000001,247,99,173,34,3378,5.75,505,1004,86
strawlab/pymvg,0,0,0,1454,358,248,1454,358,248,2794,0.6907,228,0.0564,358,0.0885,665,0.16440000000000002,780,55,113,39,3380,5.24,649,821,53
netbox-community/pynetbox,0,0,0,632,485,272,632,485,272,2271,0.5075,1578,0.35259999999999997,114,0.0255,512,0.1144,284,76,37,20,3963,6.69,556,600,101
neovim/pynvim,0,0,0,679,743,382,679,743,382,2808,0.606,758,0.1636,245,0.0529,823,0.1776,273,58,185,47,3811,6.95,756,751,65
r9y9/pyopenjtalk,0,0,0,100,27,28,100,27,28,404,0.5127,129,0.1637,112,0.1421,143,0.1815,92,2,18,4,645,5.06,56,80,29
openstates/pyopenstates,0,12,3,132,75,52,132,63,49,536,0.6211,168,0.19469999999999998,11,0.0127,148,0.17149999999999999,67,14,7,2,715,7.57,119,153,24
asweigart/pyperclip,0,0,0,167,52,66,167,52,66,634,0.4988,154,0.12119999999999999,221,0.1739,262,0.2061,156,25,68,16,1009,4.0,105,224,37
vertical-knowledge/pypermedia,0,0,0,269,165,103,269,165,103,785,0.5276,416,0.2796,59,0.0397,228,0.1532,161,12,38,10,1260,6.13,196,124,5
Neurita/pypes,0,19,1,1754,784,331,1754,765,330,9576,0.523,5427,0.2964,1232,0.0673,2076,0.1134,948,156,180,249,16235,0.0,729,1169,167
badges/pypipins,0,0,0,113,37,21,113,37,21,293,0.4718,38,0.061200000000000004,157,0.2528,133,0.21420000000000003,40,2,24,4,488,6.57,70,96,8
kiwi0fruit/pyppdf,0,15,3,285,97,58,285,82,55,1634,0.6079,666,0.24780000000000002,162,0.0603,226,0.08410000000000001,175,42,54,18,2462,6.25,262,737,4
pyradius/pyrad,0,0,0,928,789,450,928,789,450,3960,0.6375,939,0.1512,276,0.0444,1037,0.16690000000000002,891,78,241,58,5175,5.48,971,1196,53
popgenmethods/pyrho,0,0,0,628,189,88,628,189,88,1944,0.7322,482,0.1815,1,0.0004,228,0.0859,70,40,13,10,2427,8.75,340,534,5
equinor/pyscal,39,405,130,1835,872,403,1796,467,273,10868,0.6487,3039,0.1814,1006,0.06,1840,0.10980000000000001,197,105,9,44,14913,9.21,2325,1674,66
Cebeerre/pysecuritas,0,0,0,116,105,78,116,105,78,721,0.4888,442,0.29969999999999997,22,0.0149,290,0.1966,37,16,8,10,1185,7.83,126,85,4
yuce/pyswip,0,0,0,949,201,156,949,201,156,2124,0.5388000000000001,366,0.0928,689,0.1748,763,0.1936,562,61,66,2,3179,6.38,366,613,26
sagilo/pyswitcherv2,0,0,0,143,102,58,143,102,58,508,0.6940000000000001,26,0.0355,41,0.055999999999999994,157,0.2145,148,11,20,4,575,5.7,122,187,1
espressif/pytest-embedded,18,185,122,629,521,270,611,336,148,3457,0.6361,1001,0.18420000000000003,115,0.0212,862,0.1586,382,84,111,31,4573,6.7,582,1034,108
pytest-dev/pytest-factoryboy,48,162,63,256,237,113,208,75,50,1142,0.5438000000000001,262,0.12480000000000001,186,0.0886,510,0.2429,176,73,67,38,1590,4.01,210,167,88
ad-m/python-anticaptcha,0,0,0,402,211,107,402,211,107,1181,0.6992,60,0.0355,94,0.0557,354,0.2096,271,63,57,13,1335,4.97,142,102,7
genesluder/python-apns,0,0,0,58,54,14,58,54,14,285,0.5793,71,0.14429999999999998,5,0.0102,131,0.2663,53,7,35,4,361,4.82,64,94,4
enter-at/python-aws-lambda-handlers,10,28,22,62,176,101,52,148,79,254,0.5381,99,0.2097,0,0.0,119,0.2521,13,2,14,0,353,8.57,194,57,92
karask/python-bitcoin-utils,0,0,0,868,281,192,868,281,192,2147,0.408,955,0.1815,1120,0.21280000000000002,1040,0.19760000000000003,481,36,90,10,4222,6.53,410,428,23
pcah/python-clean-architecture,99,388,210,969,1483,777,870,1095,567,4256,0.5821000000000001,1487,0.2034,206,0.0282,1363,0.1864,511,88,250,32,5949,6.71,1490,512,16
poppyred/python-consul2,0,0,0,1537,1354,466,1537,1354,466,5575,0.6168,1783,0.1973,401,0.0444,1280,0.1416,718,240,202,51,7759,6.67,865,1126,147
cmanaha/python-elasticsearch-logger,0,0,0,103,46,28,103,46,28,473,0.6199,152,0.19920000000000002,44,0.057699999999999994,94,0.1232,54,5,37,4,669,6.17,73,91,9
williballenthin/python-evtx,0,0,0,371,714,416,371,714,416,2688,0.5789,979,0.2109,252,0.054299999999999994,724,0.1559,383,107,145,169,3919,3.14,711,739,52
davidhamann/python-fmrest,13,101,114,311,241,127,298,140,13,1199,0.4844,797,0.322,99,0.04,380,0.1535,40,18,24,10,2095,8.52,229,209,10
nicolaskenner/python-fortnite-api-wrapper,0,0,0,144,81,36,144,81,36,333,0.7909999999999999,17,0.0404,1,0.0024,70,0.1663,88,21,1,0,351,6.28,82,90,1
humio/python-humio,0,0,0,167,178,73,167,178,73,746,0.48009999999999997,553,0.35590000000000005,37,0.023799999999999998,218,0.14029999999999998,166,14,40,5,1336,4.92,134,120,6
ftao/python-ifcfg,0,0,0,195,88,73,195,88,73,1270,0.7475,156,0.09179999999999999,55,0.032400000000000005,218,0.1283,83,9,12,7,1481,7.6,136,153,21
stefankoegl/python-json-pointer,0,0,0,142,88,54,142,88,54,507,0.4531,157,0.14029999999999998,197,0.1761,258,0.2306,78,9,17,1,861,7.48,89,89,16
mediawiki-utilities/python-mwapi,0,0,0,101,80,22,101,80,22,414,0.3932,289,0.27449999999999997,172,0.16329999999999997,178,0.16899999999999998,42,11,27,18,875,4.46,93,141,10
shahinism/python-negar,0,0,0,86,35,26,86,35,26,349,0.7226,65,0.1346,15,0.0311,54,0.1118,28,3,25,1,429,6.9,72,90,15
booktype/python-ooxml,0,0,0,630,341,163,630,341,163,1865,0.5008,598,0.1606,270,0.0725,991,0.2661,313,65,183,6,2733,6.59,583,1451,2
Thibauth/python-pushover,0,0,0,84,26,14,84,26,14,254,0.3843,107,0.16190000000000002,180,0.2723,120,0.1815,32,9,17,4,541,5.47,48,69,4
azavea/python-sld,0,0,0,317,199,114,317,199,114,1004,0.4003,1186,0.4729,6,0.0024,312,0.1244,109,28,48,10,2196,7.46,187,181,1
mattrobenolt/python-sourcemap,0,0,0,105,63,35,105,63,35,2972,0.9159,129,0.0398,39,0.012,105,0.032400000000000005,62,13,16,6,3140,6.11,111,163,2
digidotcom/python-suitcase,0,0,0,987,491,287,987,491,287,2589,0.5543,772,0.1653,444,0.0951,866,0.18539999999999998,424,32,63,64,3805,6.29,447,398,29
cornershop/python-tbk,0,0,0,313,270,122,313,270,122,1121,0.6801999999999999,196,0.1189,34,0.0206,297,0.1802,160,25,18,11,1351,6.68,143,94,6
ausaki/python-validator,0,0,0,531,194,202,531,194,202,1622,0.7003,169,0.073,24,0.0104,501,0.2163,428,47,44,14,1815,5.91,483,362,12
senko/python-video-converter,0,0,0,373,151,74,373,151,74,1100,0.5123,438,0.204,174,0.081,435,0.2026,185,43,17,6,1712,7.24,315,482,19
dnanhkhoa/python-vncorenlp,0,0,0,28,29,14,28,29,14,153,0.6511,12,0.051100000000000007,26,0.1106,44,0.18719999999999998,38,4,9,0,191,5.95,45,56,2
jcarbaugh/python-webfinger,0,0,0,34,33,21,34,33,21,158,0.594,34,0.1278,0,0.0,74,0.2782,35,5,9,0,192,6.08,39,33,4
exercism/python,67,78,32,2872,3952,3126,2805,3874,3094,16708,0.6620999999999999,3177,0.1259,388,0.0154,4961,0.1966,3709,208,569,349,20273,5.17,4459,2949,258
mozilla/python_moztelemetry,0,0,0,919,613,315,919,613,315,3402,0.5799,773,0.1318,565,0.09630000000000001,1127,0.19210000000000002,498,55,215,62,4740,5.69,782,873,54
jawatson/pythonprop,0,0,0,1993,904,412,1993,904,412,6073,0.6456999999999999,686,0.0729,1224,0.1301,1423,0.15130000000000002,1621,187,516,804,7983,0.0,1213,2266,19
izar/pytm,0,0,0,1265,384,258,1265,384,258,3280,0.8008,160,0.0391,53,0.0129,603,0.1472,557,49,118,20,3493,6.88,636,832,49
rixwew/pytorch-fm,0,1,0,335,259,84,335,258,84,971,0.6678000000000001,247,0.1699,29,0.0199,207,0.1424,184,66,8,32,1247,5.13,232,232,8
valerystrizh/pytorch-histogram-loss,0,0,0,234,125,43,234,125,43,573,0.7881999999999999,7,0.0096,8,0.011000000000000001,139,0.1912,201,35,25,21,588,2.81,112,165,1
tristandeleu/pytorch-maml-rl,0,0,0,568,362,152,568,362,152,1745,0.69,277,0.10949999999999999,80,0.0316,427,0.16879999999999998,307,57,49,63,2102,4.53,351,281,6
JonathanRaiman/pytreebank,0,0,0,138,89,51,138,89,51,585,0.619,238,0.2519,17,0.018000000000000002,105,0.11109999999999999,75,16,35,3,840,6.97,138,244,4
salvoventura/pyunsplash,0,0,0,289,231,155,289,231,155,572,0.436,38,0.028999999999999998,479,0.3651,223,0.17,160,24,29,2,1089,5.24,292,247,4
astropy/pyvo,4,10,0,1752,2549,1441,1748,2539,1441,9755,0.4747,6954,0.33840000000000003,571,0.0278,3270,0.1591,914,225,447,208,17280,6.55,2792,2034,156
t-sakai-kure/pywsl,0,0,0,703,256,92,703,256,92,1468,0.7373000000000001,88,0.044199999999999996,21,0.0105,414,0.2079,534,58,126,49,1577,2.29,219,247,13
oysstu/pyxtf,0,31,8,517,102,58,517,71,50,1554,0.706,179,0.08130000000000001,132,0.06,336,0.1527,401,12,62,4,1865,4.81,218,321,2
fananimi/pyzk,0,0,0,881,248,114,881,248,114,2597,0.7202,387,0.1073,285,0.079,337,0.0935,666,103,94,6,3269,6.1,546,1292,58
W4ngatang/qags,0,71,0,8536,4581,1792,8536,4510,1792,26302,0.6625,4428,0.1115,2957,0.0745,6015,0.1515,3337,1223,1038,452,33687,6.19,6101,10356,2
draperjames/qtpandas,0,0,0,1269,938,451,1269,938,451,7316,0.6225999999999999,2272,0.19329999999999997,701,0.059699999999999996,1462,0.1244,1501,156,385,103,10289,4.34,1331,1403,35
MrPowers/quinn,0,9,3,232,174,137,232,165,134,1185,0.7781,39,0.0256,32,0.021,267,0.1753,206,1,47,82,1256,0.0,70,41,1
tosterkamp/random-redirect,0,0,0,34,8,5,34,8,5,104,0.7482,10,0.0719,7,0.0504,18,0.1295,34,2,20,2,121,3.4,18,32,6
ray-project/ray_lightning,2,65,21,491,438,211,489,373,190,2050,0.6541,428,0.1366,115,0.036699999999999997,541,0.1726,207,54,243,121,2593,2.17,303,247,18
20c/rdap,0,0,0,151,115,78,151,115,78,656,0.6212,113,0.107,49,0.0464,238,0.2254,75,15,18,10,818,7.18,183,220,9
merenlab/reads-for-assembly,0,0,0,70,16,7,70,16,7,193,0.6796,10,0.0352,7,0.0246,74,0.2606,69,11,3,2,210,4.43,35,64,4
arrowtype/recursive-code-config,0,0,0,60,15,7,60,15,7,187,0.5152,24,0.0661,50,0.1377,102,0.281,80,2,12,5,261,2.56,18,35,5
diem/reference-wallet,485,947,555,3323,2268,1187,2838,1321,632,13623,0.7241,1082,0.0575,688,0.0366,3421,0.1818,1515,262,294,144,15393,6.35,2108,2127,49
genomoncology/related,0,0,0,385,312,177,385,312,177,1503,0.5796,441,0.17010000000000003,54,0.0208,595,0.22949999999999998,209,81,53,37,1998,5.44,311,213,6
brilam/remove-bg,0,0,0,22,60,6,22,60,6,123,0.4677,106,0.40299999999999997,4,0.0152,30,0.11410000000000001,64,12,9,1,233,0.0,33,43,0
BenBrock/reple,0,0,0,78,56,19,78,56,19,274,0.8059000000000001,3,0.0088,4,0.0118,59,0.17350000000000002,39,12,18,1,281,6.62,64,78,1
Yelp/requirements-tools,0,0,0,103,84,93,103,84,93,962,0.6135,276,0.17600000000000002,43,0.0274,287,0.183,138,12,55,5,1281,6.42,176,215,16
reseval/reseval,0,22,3,345,220,135,345,198,132,1752,0.4797,384,0.1051,650,0.17800000000000002,866,0.2371,88,51,52,15,2786,8.01,345,519,13
SamStudio8/reticulatus,0,0,0,357,151,62,357,151,62,1076,0.6870999999999999,134,0.08560000000000001,77,0.0492,279,0.1782,227,38,55,15,1287,5.63,257,483,14
shelhamer/revolver,0,0,0,626,390,162,626,390,162,1723,0.6381,348,0.12890000000000001,194,0.0719,435,0.1611,320,82,88,90,2265,3.67,359,316,3
basho/riak-python-client,0,0,0,3516,2600,1259,3516,2600,1259,16421,0.6294,4497,0.1724,2077,0.0796,3095,0.1186,1582,858,545,190,22995,6.18,2824,3646,196
install-logos/ricedb,0,0,0,193,152,67,193,152,67,847,0.6325999999999999,246,0.1837,88,0.06570000000000001,158,0.11800000000000001,161,50,152,30,1181,2.81,222,382,61
drmikehenry/romt,0,323,281,548,484,284,548,161,3,3059,0.7264,321,0.0762,135,0.0321,696,0.1653,448,22,28,9,3515,7.41,597,916,4
ros/roslint,0,0,0,1202,677,273,1202,677,273,1708,0.5593,780,0.2554,281,0.092,285,0.0933,87,51,85,14,2769,8.0,1618,3446,11
dheera/rosshow,0,0,0,609,342,126,609,342,126,1738,0.7495,109,0.047,77,0.0332,395,0.1703,429,84,127,17,1924,4.95,305,451,18
Dogeek/rpg-text,0,2,0,695,665,378,695,663,378,2594,0.7473000000000001,213,0.061399999999999996,101,0.0291,563,0.16219999999999998,494,65,77,6,2908,7.14,785,754,13
xsuchy/rpmconf,0,0,0,91,47,17,91,47,17,444,0.5415,80,0.09759999999999999,196,0.239,100,0.122,33,10,6,4,720,8.03,125,302,23
tomerfiliba-org/rpyc,4,0,0,1509,1351,756,1505,1351,756,6084,0.6372,1474,0.15439999999999998,465,0.0487,1525,0.1597,857,138,331,74,8023,6.87,1478,2092,157
dfm/rtds-action,0,0,0,62,7,4,62,7,4,208,0.5161,52,0.129,72,0.1787,71,0.17620000000000002,38,0,4,6,332,5.2,18,24,2
Blizzard/s2client-proto,0,0,0,49,28,15,49,28,15,265,0.6937000000000001,46,0.1204,11,0.0288,60,0.15710000000000002,30,7,25,2,322,6.65,61,133,8
awslabs/sagemaker-deep-demand-forecast,0,33,10,192,86,37,192,53,27,703,0.7065,74,0.07440000000000001,37,0.037200000000000004,181,0.1819,95,10,21,41,814,3.62,90,161,2
HubSpot/sanetime,0,0,0,184,201,152,184,201,152,873,0.6956,93,0.0741,85,0.0677,204,0.1625,433,44,87,25,1051,2.03,271,213,12
atomizer/sbpe,0,0,0,1971,506,254,1971,506,254,7906,0.7996,493,0.0499,523,0.0529,966,0.0977,2013,162,1505,52,8922,0.04,983,1857,15
nexB/scancode-server,0,0,0,343,85,54,343,85,54,1369,0.6031,174,0.0767,432,0.19030000000000002,295,0.13,161,66,66,60,1975,2.53,107,92,4
ckreibich/scholar.py,0,0,0,182,133,70,182,133,70,702,0.5351,179,0.1364,253,0.1928,178,0.13570000000000002,29,19,8,1,1134,8.98,254,447,16
elifesciences/sciencebeam-gym,47,331,102,3750,2500,1466,3703,2169,1364,18649,0.7915000000000001,1107,0.047,178,0.0076,3629,0.154,2063,310,20,205,19934,6.79,3100,2330,50
reiinakano/scikit-plot,0,0,0,893,555,275,893,555,275,2994,0.499,2057,0.3428,119,0.019799999999999998,830,0.1383,568,128,99,93,5170,5.06,535,468,22
Kwbmm/scraped-tvtime-api,0,30,26,132,62,49,132,32,23,437,0.6904,9,0.014199999999999999,41,0.06480000000000001,146,0.2306,131,7,6,7,487,5.41,92,100,1
stummjr/scrapy-fieldstats,0,0,0,55,22,17,55,22,17,227,0.6579999999999999,46,0.1333,7,0.0203,65,0.1884,23,1,1,2,280,7.84,77,37,2
apple502j/scratchapi2,0,0,0,164,133,64,164,133,64,607,0.6598,196,0.213,10,0.0109,107,0.11630000000000001,24,16,3,0,813,8.95,126,131,10
screepers/screeps_console,0,0,0,304,144,74,304,144,74,993,0.7454999999999999,37,0.0278,17,0.0128,285,0.214,206,45,79,23,1047,4.84,256,517,6
CiscoDevNet/sd-wan-ansible-pipeline-code,0,0,0,25,0,2,25,0,2,74,0.6218,16,0.13449999999999998,4,0.0336,25,0.2101,6,2,4,0,94,8.03,17,50,1
sdepy/sdepy,0,4,0,1873,1493,515,1873,1489,515,5975,0.45649999999999996,4327,0.3306,1190,0.0909,1597,0.122,1600,135,576,140,11492,3.32,923,1388,6
modzy/sdk-python,0,5,1,702,458,163,702,453,162,5129,0.6738,1414,0.1858,383,0.050300000000000004,686,0.0901,630,251,528,60,6926,0.88,483,506,16
searxng/searx-space,10,76,15,754,466,263,744,390,248,2944,0.6486,535,0.11789999999999999,293,0.0646,767,0.16899999999999998,321,45,39,24,3772,7.82,652,1364,45
farhadab/sec-edgar-financials,0,1,1,320,119,77,320,118,76,845,0.5206000000000001,269,0.16570000000000001,173,0.1066,336,0.207,167,25,30,7,1287,6.4,248,484,5
baudisgroup/segment-liftover,0,0,0,180,36,6,180,36,6,548,0.506,10,0.0092,286,0.2641,239,0.2207,304,13,47,22,844,0.0,98,507,12
ChenjieXu/selective_search,0,0,0,82,53,23,82,53,23,253,0.501,110,0.21780000000000002,25,0.0495,117,0.23170000000000002,41,6,4,7,388,5.74,67,76,5
TomasTomecek/sen,0,0,0,942,736,427,942,736,427,4455,0.6019,1571,0.21230000000000002,328,0.0443,1047,0.14150000000000001,639,68,111,39,6354,6.92,970,1184,53
